participant_id,full_name,nationality,gender,age_group,occupation,university_institution,study_level,year_of_study,subject_area,prior_ai_experience,condition,session_datetime,session_duration_mins,suspicion_probe,financial_literacy_score_0_3,need_for_cognition_1_5,technology_disposition_1_5,ai_follow_rate_0_1,decision_accuracy_rate_0_1,calibration_score,avg_confidence_1_5,avg_response_time_ms,ai_errors_caught_0_3,override_correct_count,override_wrong_count,mental_model_estimate_pct,mental_model_accurate,trust_in_automation_1_7,perceived_fairness_1_7,appeal_intent_1_5,retrust_organisation_1_5
P0451,Nipa Akter,Bangladeshi,Female,23-27,Working professional,University of Surrey,BSc / BEng / BA,PG Year 2,Business & Management,Moderate,B_surface,2026-08-09 15:47:39,49.2,Somewhat — thought it was about usability,2,3.7,2.8,0.7,0.4,0.492,2.6,16432,0,0,3,69,True,3.77,5.73,4,4
P0452,Poppy A. Baker,British,Female,18-22,Graduate (recent),North South University,BSc / BEng / BA,Year 4,International Business,Low,B_surface,2026-08-11 11:02:22,52.4,Somewhat — thought it was about usability,1,2.8,4.8,0.8,0.7,0.393,2.9,13102,1,1,1,50,False,4.69,5.48,4,5
P0453,Pooja A. Yadav,Indian,Female,23-27,Student & part-time worker,Goldsmiths University of London,HND / Foundation,Completed,International Business,Moderate,C_counterfactual,2026-08-15 16:45:31,51.1,Somewhat — thought it was about AI accuracy,1,3.5,3.1,0.3,0.6,0.272,3.2,20582,3,3,4,67,True,4.04,5.75,3,2
P0454,Hira Ahmed,Pakistani,Female,28-32,Postgraduate student (MSc),University of Hertfordshire,BSc / BEng / BA,Year 1,Information Technology,None,A_no_explanation,2026-08-03 14:44:27,48.9,Unsure,1,3.4,4.3,0.9,0.6,-0.218,2.8,11884,0,0,1,52,False,3.61,2.97,2,1
P0455,Humaira Begum,Bangladeshi,Female,23-27,Postgraduate student (MSc),Coventry University,HND / Foundation,Year 1,Cybersecurity,Low,B_surface,2026-08-05 09:40:41,58.7,Somewhat — thought it was about AI accuracy,1,3.0,3.0,0.6,0.7,0.069,3.1,15907,2,2,2,60,True,3.73,3.62,3,5
P0456,Obaidul Haque,Bangladeshi,Male,23-27,Postgraduate student (MSc),North South University,BSc / BEng / BA,Completed,Human-Computer Interaction,High,C_counterfactual,2026-08-13 12:55:23,53.2,No,1,4.5,3.6,0.4,0.5,0.143,3.1,22122,2,2,4,81,False,3.75,5.62,4,4
P0457,Rekha Begum,Bangladeshi,Female,28-32,Undergraduate student,University of Surrey,MSc / MA / MEng,PhD Year 1,Cybersecurity,Low,C_counterfactual,2026-08-05 11:34:16,50.1,No,1,3.2,5.0,0.5,0.4,-0.052,3.3,18028,1,1,4,74,True,4.17,5.38,3,3
P0458,Amelia A. King,British,Female,18-22,Undergraduate student,Middlesex University,MSc / MA / MEng,PG Year 2,Health Informatics,Moderate,A_no_explanation,2026-08-02 15:40:33,52.8,Unsure,2,2.8,3.5,0.9,0.8,-0.373,3.5,13588,1,1,0,64,True,4.39,4.26,3,2
P0459,Muhammad Faiz,Malaysian,Male,23-27,Undergraduate student,North South University,Not a student,PG Year 1,Media & Communication,Moderate,A_no_explanation,2026-08-05 12:51:25,38.0,No,1,3.0,2.8,1.0,0.7,0.135,2.5,12751,0,0,0,78,True,5.7,5.57,3,3
P0460,Rohit Patel,Indian,Male,41-50,Graduate (recent),BUET,MSc / MA / MEng,Year 4,Digital Marketing,Moderate,C_counterfactual,2026-08-05 15:55:48,63.5,No,1,1.1,3.3,0.6,0.7,0.218,2.9,19086,2,2,2,61,True,5.11,6.21,3,3
P0461,Arifa Begum,Bangladeshi,Female,23-27,Postgraduate student (MSc),Anglia Ruskin University,MSc / MA / MEng,PhD Year 3,Finance & Accounting,Moderate,C_counterfactual,2026-08-07 10:40:41,43.0,No,0,3.3,3.6,0.4,0.5,0.408,3.6,19494,2,2,4,75,True,4.21,5.52,4,3
P0462,Fatima A. Mahmood,Pakistani,Female,18-22,Postgraduate student (MSc),Kingston University London,MSc / MA / MEng,PG Year 2,International Business,Low,C_counterfactual,2026-08-03 09:27:29,50.1,No,1,2.6,2.9,0.1,0.4,-0.123,2.6,21421,3,3,6,91,False,3.63,5.1,4,2
P0463,Christopher Walker,British,Male,23-27,Postgraduate student (MSc),Goldsmiths University of London,BSc / BEng / BA,PhD Year 2,Computer Science,Moderate,A_no_explanation,2026-08-09 09:41:38,51.4,No,3,3.2,4.7,0.5,0.6,0.123,2.6,14069,2,2,3,62,True,5.49,3.06,1,2
P0464,Tariqul Islam,Bangladeshi,Male,41-50,Postgraduate student (MSc),Coventry University,Not a student,PG Year 1,Digital Marketing,Moderate,C_counterfactual,2026-08-07 09:30:09,52.8,No,0,3.1,3.0,0.5,0.8,0.0,3.5,19259,3,3,2,52,False,2.96,5.68,3,2
P0465,Moshiur Rahman,Bangladeshi,Male,18-22,Postgraduate student (MSc),London Metropolitan University,HND / Foundation,Year 4,Business & Management,Moderate,C_counterfactual,2026-08-09 14:25:07,58.9,Yes — I thought it was about trust in AI,1,1.9,3.1,0.2,0.5,0.0,3.6,23043,3,3,5,46,False,3.15,4.36,5,4
P0466,Najma Begum,Bangladeshi,Female,23-27,Graduate (recent),University of Westminster,Prefer not to say,Year 3,Computer Science,None,A_no_explanation,2026-08-09 12:07:16,50.4,No,1,4.0,4.4,0.9,0.6,0.408,2.8,13074,0,0,1,81,False,4.16,4.49,3,3
P0467,Sinthia Islam,Bangladeshi,Female,23-27,Graduate (recent),University of Reading,BSc / BEng / BA,Year 4,Cybersecurity,Moderate,C_counterfactual,2026-08-02 10:15:27,50.5,No,3,4.9,3.5,0.4,0.7,0.327,3.4,18033,3,3,3,79,True,2.93,6.05,5,3
P0468,Moklesur Rahman,Bangladeshi,Male,23-27,PhD researcher,Anglia Ruskin University,Not a student,PG Year 2,Finance & Accounting,Low,C_counterfactual,2026-08-02 11:41:13,54.7,Somewhat — thought it was about usability,1,5.0,1.8,0.3,0.4,0.467,3.1,21439,2,2,5,59,False,4.04,5.5,4,3
P0469,Kulsum Begum,Bangladeshi,Female,18-22,Undergraduate student,Middlesex University,PhD / MPhil,PhD Year 3,Finance & Accounting,None,A_no_explanation,2026-08-11 11:13:29,53.3,No,3,2.9,3.5,0.5,0.8,0.0,3.0,17096,3,3,2,40,False,3.88,3.82,1,2
P0470,Nabiha Islam,Bangladeshi,Female,18-22,Graduate (recent),"University for the Creative Arts, Farnham",BSc / BEng / BA,PhD Year 2,Business & Management,High,C_counterfactual,2026-08-04 09:07:02,45.1,No,3,2.4,3.8,0.3,0.4,0.204,3.0,19423,2,2,5,59,False,2.84,5.93,5,3
P0471,Rony Hossain,Bangladeshi,Male,18-22,Undergraduate student,University of Bedfordshire,BSc / BEng / BA,Year 1,Digital Marketing,High,C_counterfactual,2026-08-10 15:30:22,52.8,Somewhat — thought it was about usability,3,4.4,3.4,0.4,0.3,0.272,2.9,20348,1,1,5,65,True,3.17,7.0,5,3
P0472,Ishrat Jahan,Bangladeshi,Female,23-27,Postgraduate student (MSc),Oxford Brookes University,Prefer not to say,Year 2,Graphic Design,Moderate,A_no_explanation,2026-08-02 10:25:57,48.2,Somewhat — thought it was about AI accuracy,3,2.7,2.6,0.6,0.5,0.0,2.8,14828,1,1,3,62,True,4.57,3.69,2,4
P0473,Zara A. Qureshi,Pakistani,Female,41-50,Undergraduate student,North South University,Not a student,PG Year 1,Media & Communication,None,C_counterfactual,2026-08-04 10:52:12,55.0,No,0,3.5,3.4,0.6,0.9,0.535,3.2,18865,3,3,1,81,False,4.51,6.5,3,2
P0474,Biplab Das,Bangladeshi,Male,18-22,Undergraduate student,BUET,Not a student,Year 1,Psychology,None,C_counterfactual,2026-08-03 16:19:11,54.5,No,2,2.0,3.9,0.8,0.7,0.345,3.0,17212,1,1,1,80,True,4.35,5.69,4,3
P0475,Charlotte A. Carter,British,Female,23-27,PhD researcher,BUET,Not a student,PhD Year 3,Health Informatics,Moderate,C_counterfactual,2026-08-06 11:48:27,45.3,No,3,4.3,3.5,0.4,0.3,0.53,3.1,19240,1,1,5,48,False,3.77,4.65,5,4
P0476,Nurul Ain,Malaysian,Female,18-22,Working professional,University of Bedfordshire,BSc / BEng / BA,Year 3,Digital Marketing,Moderate,A_no_explanation,2026-08-02 11:27:52,47.7,Somewhat — thought it was about AI accuracy,1,4.5,4.3,0.7,0.6,0.167,3.2,13142,1,1,2,64,True,4.87,3.49,3,1
P0477,Rayhan Ahmed,Bangladeshi,Male,33-40,Postgraduate student (MSc),University of Hertfordshire,PhD / MPhil,PhD Year 2,Psychology,None,B_surface,2026-08-08 13:35:27,41.6,Somewhat — thought it was about AI accuracy,3,3.6,3.0,0.5,0.6,-0.467,3.1,14765,2,2,3,57,False,4.42,5.0,3,3
P0478,Tao Zhou,Chinese,Male,18-22,Undergraduate student,"University for the Creative Arts, Farnham",MSc / MA / MEng,PhD Year 3,Human-Computer Interaction,High,C_counterfactual,2026-08-07 11:05:25,54.0,No,2,2.6,3.7,0.2,0.5,0.143,2.9,20881,3,3,5,83,False,4.58,6.4,5,1
P0479,Funke Ogunyemi,Nigerian,Female,33-40,Undergraduate student,Anglia Ruskin University,BSc / BEng / BA,PG Year 1,Finance & Accounting,Low,C_counterfactual,2026-08-16 13:54:23,47.3,No,2,3.5,1.8,0.4,0.5,0.632,3.0,19090,2,2,4,58,False,3.22,5.76,4,3
P0480,Ramisa Rahman,Bangladeshi,Female,33-40,PhD researcher,University of East London,BSc / BEng / BA,Year 1,Health Informatics,High,A_no_explanation,2026-08-15 11:38:34,46.6,No,0,1.9,3.5,0.7,0.6,-0.047,3.2,15405,1,1,2,51,False,5.52,3.17,1,4
P0481,Rakibul Islam,Bangladeshi,Male,23-27,Postgraduate student (MBA),Kingston University London,BSc / BEng / BA,Year 1,Information Technology,High,C_counterfactual,2026-08-06 16:36:49,41.9,Unsure,1,1.5,2.4,0.7,0.6,-0.264,3.0,18735,1,1,2,87,False,4.84,4.29,5,4
P0482,Alexander Lee,British,Male,18-22,Academic / lecturer,North South University,BSc / BEng / BA,PG Year 2,Media & Communication,Moderate,C_counterfactual,2026-08-06 14:16:49,62.5,No,2,3.7,4.3,0.5,0.6,-0.227,3.1,19785,2,2,3,75,True,4.17,5.94,5,5
P0483,Shahidul Alam,Bangladeshi,Male,33-40,Postgraduate student (MSc),University of Surrey,BSc / BEng / BA,Year 3,Graphic Design,Low,A_no_explanation,2026-08-15 12:45:15,61.0,No,1,4.1,3.5,0.8,0.7,-0.356,3.4,14144,1,1,1,50,False,3.96,2.82,2,3
P0484,Delwar Hossain,Bangladeshi,Male,28-32,PhD researcher,Kingston University London,MSc / MA / MEng,Year 1,Finance & Accounting,None,A_no_explanation,2026-08-09 12:35:05,53.1,No,2,3.0,1.9,0.8,0.5,0.556,2.7,14238,0,0,2,54,False,3.7,2.77,4,3
P0485,Hasan Mahmud,Bangladeshi,Male,28-32,Undergraduate student,Kingston University London,BSc / BEng / BA,Year 3,International Business,Moderate,C_counterfactual,2026-08-06 11:47:17,50.9,No,1,2.0,2.7,0.4,0.5,-0.267,3.8,19214,2,2,4,71,True,4.37,5.78,5,2
P0486,Kawsar Ahmed,Bangladeshi,Male,33-40,Undergraduate student,BRAC University,BSc / BEng / BA,PG Year 2,Information Technology,Moderate,A_no_explanation,2026-08-15 10:05:29,49.8,No,2,3.1,3.4,0.5,0.4,-0.227,2.9,15340,1,1,4,61,True,3.61,4.44,2,4
P0487,Priya A. Sharma,Indian,Female,28-32,Postgraduate student (MSc),University of Surrey,MSc / MA / MEng,PhD Year 1,Psychology,Moderate,C_counterfactual,2026-08-04 10:14:46,64.4,No,2,2.8,2.6,0.2,0.5,0.318,3.1,21567,3,3,5,90,False,3.6,6.36,4,3
P0488,Nazmul Huda,Bangladeshi,Male,33-40,Postgraduate student (MSc),University of Reading,BSc / BEng / BA,PG Year 2,Education Technology,Moderate,B_surface,2026-08-14 11:59:19,56.6,No,1,4.8,3.5,0.4,0.7,0.6,3.4,19078,3,3,3,88,False,4.02,4.07,4,3
P0489,Tariq A. Mahmood,Pakistani,Male,28-32,Undergraduate student,University of Westminster,PhD / MPhil,Year 4,Psychology,High,A_no_explanation,2026-08-09 16:26:29,47.2,Yes — I thought it was about trust in AI,2,2.6,2.7,0.5,0.4,0.134,2.6,14463,1,1,4,56,False,4.26,3.47,1,3
P0490,Seema A. Tiwari,Indian,Female,18-22,Academic / lecturer,Kingston University London,BSc / BEng / BA,Completed,Information Technology,None,B_surface,2026-08-05 14:02:17,32.0,Unsure,2,2.5,1.9,0.8,0.7,0.429,3.3,13610,1,1,1,85,False,3.27,4.18,3,5
P0491,Hafiz Jaafar,Malaysian,Male,23-27,Undergraduate student,Oxford Brookes University,Not a student,Year 4,Education Technology,Low,C_counterfactual,2026-08-04 11:44:05,61.7,No,3,3.7,2.6,0.5,0.8,-0.25,3.2,18882,3,3,2,59,False,4.69,5.57,4,4
P0492,Afroza Begum,Bangladeshi,Female,18-22,Postgraduate student (MSc),Goldsmiths University of London,BSc / BEng / BA,Year 4,Digital Marketing,Moderate,B_surface,2026-08-03 09:17:53,65.8,No,2,2.9,3.6,0.5,0.4,0.0,3.0,17451,1,1,4,99,False,4.51,3.58,4,2
P0493,Salma Begum,Bangladeshi,Prefer not to say,18-22,Postgraduate student (MSc),Coventry University,Prefer not to say,PG Year 1,Education Technology,High,B_surface,2026-08-14 14:21:44,49.2,No,1,2.2,3.9,0.6,0.5,0.333,3.3,16249,1,1,3,63,True,4.51,6.55,3,2
P0494,Nisha A. Iyer,Indian,Prefer not to say,41-50,Undergraduate student,Brunel University London,MBA,Year 4,Business & Management,None,B_surface,2026-08-13 10:48:24,60.6,No,0,2.3,2.6,0.5,0.4,-0.531,3.1,16307,1,1,4,70,True,6.01,4.63,1,3
P0495,Ashik Hossain,Bangladeshi,Male,18-22,Postgraduate student (MSc),University of Surrey,Prefer not to say,Year 1,Health Informatics,High,B_surface,2026-08-02 15:32:27,51.9,No,0,3.5,3.7,0.8,0.7,0.066,3.4,15283,1,1,1,69,True,3.88,5.81,3,1
P0496,Jonathan Scott,British,Male,28-32,Undergraduate student,"University for the Creative Arts, Farnham",MSc / MA / MEng,Year 1,Finance & Accounting,Low,B_surface,2026-08-06 12:26:05,59.8,Yes — I thought it was about trust in AI,3,3.9,2.5,0.5,0.4,0.323,3.0,17941,1,1,4,65,True,4.51,4.17,3,4
P0497,Haziq Azmi,Malaysian,Male,23-27,Undergraduate student,Daffodil International University,BSc / BEng / BA,PG Year 2,Cybersecurity,None,C_counterfactual,2026-08-04 10:44:43,43.5,No,2,3.8,3.2,0.5,0.6,0.272,3.3,19151,2,2,3,88,False,4.15,4.86,5,2
P0498,Md. Abdulla Al Noman,Bangladeshi,Male,23-27,Academic / lecturer,University of East London,MBA,Completed,Cybersecurity,Moderate,A_no_explanation,2026-08-03 11:07:45,46.7,No,3,3.3,2.8,0.6,0.5,0.156,3.3,14923,1,1,3,51,False,3.72,4.66,3,2
P0499,Riyadh Hossain,Bangladeshi,Male,23-27,Postgraduate student (MSc),University of East London,BSc / BEng / BA,PhD Year 1,Education Technology,Low,B_surface,2026-08-07 09:33:55,56.9,No,2,3.4,4.5,0.8,0.5,0.667,3.2,12821,0,0,2,70,True,4.81,3.98,3,3
P0500,Elena Popescu,Other,Female,33-40,Undergraduate student,Brunel University London,Prefer not to say,PhD Year 2,Business & Management,High,A_no_explanation,2026-08-06 10:15:20,55.0,No,3,1.6,3.2,0.7,0.6,0.181,2.7,15143,1,1,2,66,True,5.68,2.57,2,4
P0501,Noor A. Baig,Pakistani,Female,18-22,Postgraduate student (MSc),Daffodil International University,MSc / MA / MEng,Year 2,Media & Communication,High,B_surface,2026-08-06 16:58:20,44.3,No,3,4.7,3.1,0.4,0.7,0.175,3.2,16604,3,3,3,85,False,4.26,3.63,5,4
P0502,Ramesh A. Dubey,Indian,Male,23-27,Student & part-time worker,University of Hertfordshire,BSc / BEng / BA,PG Year 2,Digital Marketing,Moderate,A_no_explanation,2026-08-06 11:16:39,54.5,No,3,1.5,3.9,0.6,0.5,0.088,3.1,14961,1,1,3,69,True,4.44,4.29,3,4
P0503,Urmila A. Dubey,Indian,Female,23-27,Undergraduate student,University of Dhaka,Prefer not to say,PhD Year 1,Graphic Design,Low,B_surface,2026-08-14 11:00:43,54.0,Somewhat — thought it was about AI accuracy,2,3.6,3.5,0.8,0.5,0.0,2.8,14878,0,0,2,100,False,3.77,3.29,3,3
P0504,Vikram A. Singh,Indian,Male,18-22,Undergraduate student,University of Hertfordshire,Prefer not to say,PG Year 1,Information Technology,Low,B_surface,2026-08-03 11:58:10,51.5,Somewhat — thought it was about AI accuracy,0,4.6,3.3,0.6,0.5,0.5,3.4,15776,1,1,3,80,True,5.23,4.06,2,2
P0505,Uche Nnaji,Nigerian,Male,23-27,Working professional,University of Surrey,MSc / MA / MEng,PhD Year 2,Graphic Design,High,C_counterfactual,2026-08-02 16:59:17,59.7,No,3,2.4,4.2,0.4,0.7,0.524,3.4,20568,3,3,3,98,False,2.86,5.85,1,4
P0506,Jasim Uddin,Bangladeshi,Male,18-22,Undergraduate student,BRAC University,Prefer not to say,Year 2,Health Informatics,Low,C_counterfactual,2026-08-02 14:17:29,43.7,No,0,2.2,3.8,0.7,0.4,-0.25,2.8,17105,0,0,3,75,True,3.77,4.69,5,3
P0507,Sazzad Hossain,Bangladeshi,Male,23-27,Undergraduate student,BUET,Prefer not to say,PhD Year 1,International Business,Moderate,C_counterfactual,2026-08-06 15:48:45,45.1,No,0,1.7,1.3,0.4,0.7,-0.048,3.3,19951,3,3,3,75,True,4.52,6.38,4,3
P0508,Tahmina Akter,Bangladeshi,Female,23-27,Postgraduate student (MSc),Middlesex University,MSc / MA / MEng,Year 2,Data Science & AI,Moderate,C_counterfactual,2026-08-10 10:49:35,66.8,Somewhat — thought it was about AI accuracy,3,2.9,2.8,0.4,0.3,0.0,3.0,20886,1,1,5,62,True,4.65,5.66,5,4
P0509,Thomas Evans,British,Male,18-22,Postgraduate student (MSc),Brunel University London,Prefer not to say,PhD Year 1,Cybersecurity,High,C_counterfactual,2026-08-03 10:17:51,68.2,No,3,3.2,4.8,0.2,0.3,0.079,2.9,18178,2,2,6,85,False,3.71,5.05,5,2
P0510,Ava A. Jackson,British,Female,23-27,Postgraduate student (MSc),University of Dhaka,Not a student,PhD Year 3,Media & Communication,None,A_no_explanation,2026-08-04 11:25:00,41.7,Somewhat — thought it was about usability,1,4.6,2.5,0.8,0.5,0.224,3.0,13672,0,0,2,83,False,4.89,5.69,3,3
P0511,Bin Luo,Chinese,Male,23-27,Undergraduate student,London Metropolitan University,Not a student,PG Year 1,International Business,Moderate,B_surface,2026-08-10 10:25:05,58.7,No,1,4.3,4.7,0.5,0.4,-0.175,2.9,15883,1,1,4,61,True,4.44,5.21,3,3
P0512,Asma A. Mirza,Pakistani,Female,23-27,Postgraduate student (MSc),Oxford Brookes University,MBA,PhD Year 1,Digital Marketing,Moderate,C_counterfactual,2026-08-07 16:23:25,49.9,Yes — I thought it was about trust in AI,1,2.2,3.4,0.5,0.4,0.0,3.0,18411,1,1,4,80,True,3.79,5.14,3,3
P0513,Mushfiqur Rahman,Bangladeshi,Male,23-27,Undergraduate student,University of Bedfordshire,MSc / MA / MEng,Year 3,Media & Communication,High,B_surface,2026-08-10 15:44:00,59.2,Unsure,1,3.5,4.2,0.8,0.7,0.048,2.4,15070,1,1,1,85,False,4.43,4.32,3,4
P0514,Sanjida Islam,Bangladeshi,Female,23-27,Undergraduate student,North South University,BSc / BEng / BA,Year 1,Psychology,None,A_no_explanation,2026-08-03 15:00:04,47.9,Somewhat — thought it was about AI accuracy,2,4.1,3.7,0.5,0.6,-0.087,2.9,16423,2,2,3,72,True,5.41,4.27,1,2
P0515,Jobayer Hossain,Bangladeshi,Male,18-22,Undergraduate student,University of Dhaka,PhD / MPhil,PG Year 1,Digital Marketing,None,C_counterfactual,2026-08-06 09:56:01,59.7,No,1,5.0,2.6,0.4,0.3,0.401,2.8,22614,1,1,5,73,True,4.45,5.4,3,3
P0516,Karim Mansour,Other,Male,23-27,Postgraduate student (MSc),Anglia Ruskin University,MSc / MA / MEng,PhD Year 1,Education Technology,Moderate,B_surface,2026-08-06 09:40:20,53.3,No,0,3.4,3.4,0.7,0.6,0.123,2.6,14640,1,1,2,67,True,4.51,6.59,4,3
P0517,Shamima Akter,Bangladeshi,Female,23-27,PhD researcher,Coventry University,Prefer not to say,Year 2,Business & Management,Moderate,A_no_explanation,2026-08-07 10:01:01,58.3,No,2,3.6,4.2,0.9,0.6,0.068,2.8,13735,0,0,1,64,True,5.74,5.04,3,4
P0518,Rokeya Begum,Bangladeshi,Female,51+,Postgraduate student (MSc),BUET,MSc / MA / MEng,Year 4,Media & Communication,Low,B_surface,2026-08-02 14:03:49,41.6,Somewhat — thought it was about usability,0,2.6,3.9,0.5,0.4,-0.519,3.1,17020,1,1,4,72,True,4.15,4.28,3,4
P0519,Kai Xu,Chinese,Male,28-32,Postgraduate student (MSc),Goldsmiths University of London,HND / Foundation,PG Year 2,Human-Computer Interaction,Moderate,A_no_explanation,2026-08-06 09:37:06,56.2,No,3,2.0,4.1,0.8,0.5,-0.224,3.0,13642,0,0,2,62,True,5.02,4.63,4,3
P0520,Madison A. Clark,British,Female,18-22,Undergraduate student,Coventry University,MSc / MA / MEng,Year 1,Computer Science,Low,B_surface,2026-08-02 14:49:03,47.1,Yes — I thought it was about trust in AI,3,3.9,4.9,0.8,0.5,0.106,2.9,14784,0,0,2,90,False,5.07,3.38,4,3
P0521,Izzat Hamdan,Malaysian,Male,33-40,Postgraduate student (MSc),"University for the Creative Arts, Farnham",MSc / MA / MEng,PhD Year 3,Finance & Accounting,Moderate,A_no_explanation,2026-08-02 11:48:51,64.1,No,2,3.2,4.3,0.7,0.8,-0.172,3.2,12752,2,2,1,45,False,3.89,2.85,4,4
P0522,Sadman Sakib,Bangladeshi,Male,18-22,Undergraduate student,Coventry University,BSc / BEng / BA,Year 4,International Business,None,B_surface,2026-08-05 16:09:31,49.4,No,3,3.7,3.3,0.6,0.7,-0.408,3.2,15649,2,2,2,61,True,4.14,3.31,2,3
P0523,Farhan A. Zulkifli,Malaysian,Male,18-22,PhD researcher,Middlesex University,PhD / MPhil,Completed,Human-Computer Interaction,High,C_counterfactual,2026-08-07 11:14:02,62.2,No,3,3.1,2.3,0.5,0.6,-0.255,3.3,19793,2,2,3,74,True,3.89,4.3,3,2
P0524,Shahida Begum,Bangladeshi,Female,41-50,Postgraduate student (MSc),Daffodil International University,BSc / BEng / BA,PG Year 2,Information Technology,None,B_surface,2026-08-04 12:28:02,55.5,Somewhat — thought it was about usability,3,1.9,3.8,0.7,0.8,-0.153,3.2,15686,2,2,1,81,False,4.59,5.15,1,3
P0525,Mahbubur Rahman,Bangladeshi,Male,23-27,Undergraduate student,London Metropolitan University,MSc / MA / MEng,Year 3,Finance & Accounting,None,A_no_explanation,2026-08-14 11:02:19,44.0,No,2,2.7,3.3,0.8,0.5,0.0,3.2,15378,0,0,2,36,False,3.95,5.59,3,3
P0526,Manoj A. Joshi,Indian,Male,18-22,Undergraduate student,BUET,BSc / BEng / BA,Year 4,Computer Science,Moderate,A_no_explanation,2026-08-02 15:32:30,49.9,Somewhat — thought it was about usability,0,4.4,3.2,0.6,0.5,0.333,3.1,16636,1,1,3,98,False,5.01,4.17,1,5
P0527,Daniel Harris,British,Male,33-40,Postgraduate student (MSc),BRAC University,BSc / BEng / BA,Year 3,Media & Communication,Low,A_no_explanation,2026-08-03 14:44:33,49.3,No,3,1.1,2.2,0.8,0.7,0.488,3.0,12859,1,1,1,99,False,4.98,4.22,2,5
P0528,Rahima Begum,Bangladeshi,Female,28-32,Undergraduate student,Daffodil International University,BSc / BEng / BA,Completed,Business & Management,Low,C_counterfactual,2026-08-04 10:57:26,56.5,Somewhat — thought it was about usability,3,3.3,2.5,0.4,0.5,0.2,3.5,21130,2,2,4,63,True,4.02,4.77,4,2
P0529,Sunita A. Mehta,Indian,Female,18-22,PhD researcher,North South University,MSc / MA / MEng,PhD Year 2,Human-Computer Interaction,Moderate,B_surface,2026-08-17 13:54:04,57.3,No,2,2.4,1.9,0.7,0.6,0.612,3.6,14635,1,1,2,70,True,4.05,4.41,2,4
P0530,Natalie A. Lewis,British,Female,23-27,Undergraduate student,University of Hertfordshire,BSc / BEng / BA,Year 1,Health Informatics,None,C_counterfactual,2026-08-15 10:19:25,47.8,No,2,3.9,4.8,0.5,0.6,0.535,3.3,19361,2,2,3,68,True,4.34,3.52,5,4
P0531,Asma Begum,Bangladeshi,Female,23-27,Postgraduate student (MSc),North South University,BSc / BEng / BA,Year 4,Human-Computer Interaction,Low,A_no_explanation,2026-08-08 11:22:05,52.7,Somewhat — thought it was about usability,2,2.5,4.2,0.6,0.5,-0.16,3.2,14938,1,1,3,70,True,4.59,2.55,2,4
P0532,Mahir Hossain,Bangladeshi,Male,18-22,Working professional,University of East London,MSc / MA / MEng,Year 4,Computer Science,Moderate,C_counterfactual,2026-08-11 10:00:11,55.2,No,3,3.6,3.3,0.4,0.5,-0.343,2.8,20851,2,2,4,58,False,4.16,5.5,3,3
P0533,Hosne Ara,Bangladeshi,Female,18-22,Academic / lecturer,Kingston University London,BSc / BEng / BA,Year 2,Media & Communication,Moderate,B_surface,2026-08-07 09:15:32,68.0,Somewhat — thought it was about AI accuracy,1,2.8,2.6,0.7,0.6,-0.327,3.2,15159,1,1,2,67,True,5.54,5.02,4,4
P0534,Rabeya Begum,Bangladeshi,Female,18-22,Postgraduate student (MBA),Brunel University London,Not a student,PhD Year 3,Finance & Accounting,Low,C_counterfactual,2026-08-06 11:02:03,51.0,No,3,3.1,3.1,0.6,0.7,-0.024,3.3,18150,2,2,2,72,True,2.93,7.0,3,2
P0535,Imtiaz Ahmed,Bangladeshi,Male,23-27,Graduate (recent),University of Reading,BSc / BEng / BA,PG Year 2,Psychology,Moderate,C_counterfactual,2026-08-08 11:00:40,46.7,No,3,2.0,4.0,0.4,0.7,0.703,3.3,19709,3,3,3,72,True,5.06,4.71,5,4
P0536,Saifur Rahman,Bangladeshi,Male,28-32,Undergraduate student,Goldsmiths University of London,MSc / MA / MEng,Year 4,Human-Computer Interaction,None,B_surface,2026-08-02 11:00:00,61.1,No,1,2.4,2.5,0.6,0.5,0.447,3.0,16733,1,1,3,62,True,3.2,4.87,2,4
P0537,James Wilson,British,Male,23-27,Student & part-time worker,"University for the Creative Arts, Farnham",MSc / MA / MEng,PG Year 1,Data Science & AI,Moderate,B_surface,2026-08-06 11:10:24,44.0,No,3,2.8,2.1,0.7,0.6,0.408,3.0,16474,1,1,2,63,True,3.67,3.56,4,4
P0538,Radha A. Pandey,Indian,Female,23-27,PhD researcher,Oxford Brookes University,MSc / MA / MEng,Completed,Education Technology,Moderate,A_no_explanation,2026-08-06 11:48:28,51.5,No,1,4.3,2.3,0.6,0.3,0.094,2.9,15419,0,0,4,48,False,5.3,4.48,3,3
P0539,Laila A. Chaudhry,Pakistani,Prefer not to say,18-22,Undergraduate student,Kingston University London,MSc / MA / MEng,Year 2,Finance & Accounting,Moderate,B_surface,2026-08-04 10:56:27,64.5,No,1,2.6,4.9,0.6,0.3,-0.0,3.0,17120,0,0,4,56,False,4.58,4.52,3,5
P0540,Jessica A. Mitchell,British,Female,28-32,Postgraduate student (MSc),"University for the Creative Arts, Farnham",Prefer not to say,Year 2,Psychology,Moderate,B_surface,2026-08-11 14:06:21,75.1,No,2,1.6,2.8,0.5,0.6,0.068,2.8,16931,2,2,3,86,False,3.5,4.15,4,4
